Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat,Prix_connu
XLRTEH4300G382187,Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Volumen-SZM,363876.0,2017-12-01,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,18.0,4x2,480.0,Occasion,False
XLRTEH4300G329532,Tracteur produits dangereux / adr Iveco Stralis Stralis AS440S51T/P,409376.0,2021-02-01,Gazoil,Iveco,,ITALIE,,CAMIONUSATO - EVICARRI SPA,Modena,,20.0,4x2,480.0,Occasion,False
XLRTEF5300G414801,Tracteur Renault T-Series 380,355071.0,2015-06-21,Gazoil,Renault,,BELGIQUE,,BELGIUM TRUCKS & TRAILERS,WestVlaanderen,,0.62,4x2,480.0,Occasion,False
XLRTEH4300G368539,Tracteur DAF XF 530 FT / Intarder / 2 Tanks / Stanklima / 6E,379299.0,2022-05-01,Gazoil,DAF,,ALLEMAGNE,,Salzgitter EuroLogistik GmbH,Niedersachsen,,0.58,4x2,510.0,Occasion,False
XLRTEH4300G382179,"Tracteur Terberg YT 182 /Umsetzer (Mafi, Kamag)",294265.0,2010-02-01,Gazoil,nc,,ALLEMAGNE,,Salzgitter EuroLogistik GmbH,Niedersachsen,,18.0,4x2,500.0,Occasion,False
XLRTEF5300G454456,Tracteur MAN TGX 18.500 4X2 BLS / Retarder / Standklimaanlage,648043.0,2019-01-01,Gazoil,MAN,,ALLEMAGNE,,Salzgitter EuroLogistik GmbH,Niedersachsen,,20.5,4x2,480.0,Occasion,False
XLRTEF5300G442722,Tracteur convoi exceptionnel MAN TGX 18.460 4X2 LLS-U / Retarder / 2 Tanks,487089.0,2019-09-01,Gazoil,MAN,,ALLEMAGNE,,Salzgitter EuroLogistik GmbH,Niedersachsen,,18.0,4x2,470.0,Occasion,False
XLRTEF5300G449600,Tracteur Volvo FH13 13500 Globetrotter XL 6x2 - Retarder - 3.20 WB - I Save - Full air,468125.0,2022-08-26,Gazoil,Volvo,,PAYS-BAS,,VAEX TRUCKS TRADING,NoordBrabant,,20.5,4x2,500.0,Occasion,False
XLRTEF5300G423418,Tracteur Scania L S460 Highline 4x2 - Full spec - Retarder - Night clima - Full air - eather - 2x tank,374226.0,2023-01-10,Gazoil,Scania,,PAYS-BAS,,VAEX TRUCKS TRADING,NoordBrabant,,20.0,4x2,570.0,Occasion,False
151841,Tracteur DAF 480 XG FT 4X2,201960.0,2022-07-28,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,18.0,4x2,482.0,Occasion,False
151725,Tracteur DAF 480 XG FT 4X2,601545.0,2022-08-24,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.0,4x2,482.0,Occasion,False
151696,Tracteur DAF 480 XF FT 4X2,770648.0,2022-02-23,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,44.0,4x2,482.0,Occasion,False
151667,Tracteur DAF 480 XF FT 4X2,660448.0,2021-07-09,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,44.0,4x2,530.0,Occasion,False
26030915442851885700,"Tracteur Mercedes Actros Actros 1840, MP4",629000.0,2015-05-12,Gazoil,Mercedes,,AUTRICHE,,MG Handel GmbH,Oberösterreich,,27.0,4x2,482.0,Occasion,False
26030915284492994800,"Tracteur DAF XF 106 XF 106.460 SSC, Automatik, Retarder, EURO6",659000.0,2015-03-10,Gazoil,DAF,,AUTRICHE,,MG Handel GmbH,Oberösterreich,,19.0,4x2,482.0,Occasion,False
20855541-AWD,Tracteur MAN TGX 18.470 XLX BLS,787635.0,2020-01-10,Gazoil,MAN,,BELGIQUE,,BRAEM SA Belgique,WestVlaanderen,,19.0,4x2,482.0,Occasion,False
109,Tracteur Scania R450,249402.0,2022-01-01,Gazoil,Scania,,PAYS-BAS,,KLEYN TRUCKS BV,Gelderland,,24.0,6x2,480.0,Occasion,False
0037-NKN,Tracteur Scania R 460,786000.0,2023-12-01,Gazoil,Scania,,PAYS-BAS,,KLEYN TRUCKS BV,Gelderland,,19.0,6x2,480.0,Occasion,False
BS1820,Tracteur Scania R 480,517270.0,2007-01-17,Gazoil,Scania,,ITALIE,,Albacamion srl,Piacenza,,19.0,6x2,480.0,Occasion,False
957355,Tracteur MAN TGX 18.580 XXL,1002932.0,2019-09-01,Gazoil,MAN,,ITALIE,,SG TRADING SRL,Brescia,,26.0,6x4,480.0,Occasion,False
019cc3bc-821c-76f1-a883-1b080785e860,Tracteur Iveco S-WAY AS440S51T/P,550000.0,2020-01-03,Gazoil,Iveco,,ESPAGNE,,TRUCKSUR SL,Sevilla,,19.0,6x2,480.0,Occasion,False
40967,Tracteur Iveco S-WAY AS440S49T/P,617028.0,2022-11-07,Gazoil,Iveco,,ESPAGNE,,TRUCKSUR SL,Sevilla,,28.0,6x4,510.0,Occasion,False
40966,Tracteur MAN TGX 18.510,605000.0,2021-12-17,Gazoil,MAN,,ESPAGNE,,TRUCKSUR SL,Sevilla,,19.0,4x2,480.0,Occasion,False
40536,Tracteur Renault T520 HIGH SLEEPER CAB,1221733.0,2021-10-13,Gazoil,Renault,,ESPAGNE,,TRUCKSUR SL,Sevilla,,19.0,4x2,480.0,Occasion,False
182,Tracteur Renault Magnum,567885.0,2002-12-27,Gazoil,Renault,,ITALIE,,PESCE EDOARDO V.I. S.r.l,Treviso,,19.0,4x2,480.0,Occasion,False
133,Tracteur Renault Magnum 460 DXI,915635.0,2005-12-12,Gazoil,Renault,,PORTUGAL,,"Afripoliz, S.A.",Leiria,,19.0,4x4,510.0,Occasion,False
U60243,Tracteur Mercedes E Actros 2548 MP3 Heavy Duty Tractor 6x2 Retarder EPS Gearbox 3 Pedal Airco Good Condition,410000.0,2010-09-01,Gazoil,Mercedes,,PAYS-BAS,,KALIL EXPORT,NoordBrabant,,18.0,4x4,480.0,Occasion,False
U44289,Tracteur MAN TGS 18.460 Tractor 460HP Kipper Hydraulic Airconditioning Retarder German Truck Top Condition,397668.0,2019-03-04,Gazoil,MAN,,PAYS-BAS,,KALIL EXPORT,NoordBrabant,,19.0,4x2,420.0,Occasion,False
U60036,Tracteur Iveco Stralis HI-WAY,514832.0,2021-09-03,Gazoil,Iveco,,ITALIE,,VEICOM di Salvador Renato,Padova,,19.0,4x2,459.0,Occasion,False
21867,Tracteur Mercedes E Actros 1840 StreamSpace / Euro6,926692.0,2016-05-01,Gazoil,Mercedes,,ALLEMAGNE,,Al Shogran GmbH,NordrheinWestfalen,,19.0,4x2,400.0,Occasion,False
M969-4005,Tracteur DAF 480 XF 4x2 Super Space / Euro 6,883516.0,2017-11-01,Gazoil,DAF,,ALLEMAGNE,,Al Shogran GmbH,NordrheinWestfalen,,19.0,4x2,510.0,Occasion,False
M734-6793,Tracteur Mercedes E Actros 2663 / 6x2 GigaSpace/Lenk+Liftachse/Eu6,702864.0,2018-04-01,Gazoil,Mercedes,,ALLEMAGNE,,Al Shogran GmbH,NordrheinWestfalen,,26.0,4x2,510.0,Occasion,False
M927-2311,Tracteur Volvo FH12 420,1086271.0,2005-03-22,Gazoil,Volvo,,PORTUGAL,,Auto Transportadora Moderna Portuense SA,Aveiro,,19.0,4x2,460.0,Occasion,False
200803,Tracteur MAN 18.480 TGS HYDRAULIKA / NISKA KABINA,375770.0,2016-01-01,Gazoil,MAN,,POLOGNE,,IMPERIUM TRUCK MATYSEK Sp. zo.o.,Świętokrzyskie,,,4x2,530.0,Occasion,False
716313,Tracteur DAF 480 FT XF 480,507643.0,2021-01-01,Gazoil,DAF,,POLOGNE,,TRUCK OUTLET,Mazowieckie,,,4x2,420.0,Occasion,False
404607,Tracteur DAF 480 FT XF 480,474715.0,2021-01-01,Gazoil,DAF,,POLOGNE,,TRUCK OUTLET,Mazowieckie,,,4x2,500.0,Occasion,False
802918,Tracteur DAF 480 FT XF 480,313586.0,2021-01-01,Gazoil,DAF,,POLOGNE,,TRUCK OUTLET,Mazowieckie,,,4x2,408.0,Occasion,False
287390,Tracteur DAF 480 XG FT 4X2,328812.0,2022-11-24,Gazoil,DAF,,POLOGNE,,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,,4x2,441.0,Occasion,False
405091,Tracteur DAF 480 XFn FT 4X2,408685.0,2022-06-09,Gazoil,DAF,,POLOGNE,,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,,4x2,500.0,Occasion,False
M51460,Tracteur DAF 480 XG FT 4X2,358103.0,2023-04-03,Gazoil,DAF,,POLOGNE,,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,,4x2,500.0,Occasion,False
NH3925,Tracteur DAF 480 XF FT 4X2,75977.0,2022-08-04,Gazoil,DAF,,POLOGNE,,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,,4x2,500.0,Occasion,False
11841,Tracteur Iveco STRALIS 480 EURO 6 HI-WAY,860385.0,2015-03-27,Gazoil,Iveco,,PAYS-BAS,,Eddie Ducker Trucks and Parts Vof,NoordBrabant,,,4x2,460.0,Occasion,False
70312669,Tracteur Scania L R410 EURO 6 HIGHINE / 2 PEDAS,685988.0,2014-03-19,Gazoil,Scania,,PAYS-BAS,,Eddie Ducker Trucks and Parts Vof,NoordBrabant,,,4x2,470.0,Occasion,False
V 253105,Tracteur MAN TGX TGX 18.510 4x2 BL SA,527084.0,2021-10-01,Gazoil,MAN,,ITALIE,,MAN TRUCK & BUS ITALIA - Centro usato MAN Top Used,Piacenza,,,4x2,480.0,Occasion,False
XLRTEF5300G414200,Tracteur DAF XF 480 FT,759500.0,2020-06-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,,4x2,500.0,Occasion,False
XLRTEH4300G367608,Tracteur DAF XF 480 FT,560000.0,2020-07-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,,6x2,500.0,Occasion,False
XLRTEF5300G412124,Tracteur DAF XF 480 FT,764500.0,2020-07-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,,4x2,460.0,Occasion,False
XLRTEH4300G367300,Tracteur DAF XF 480 FT,279500.0,2020-09-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,,4x2,570.0,Occasion,False
XLRTEF5300G414270,Tracteur DAF XF 480 FT,440000.0,2020-09-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,,4x2,480.0,Occasion,False
XLRTEF5300G416569,Tracteur DAF XF 480 FT,906500.0,2021-04-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,,4x2,480.0,Occasion,False
XLRTEF5300G396954,Tracteur DAF XF 480 FT,1035500.0,2021-05-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,,4x2,530.0,Occasion,False
XLRTEH4300G352981,Tracteur DAF XF 480 FT,873000.0,2021-05-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,,4x2,450.0,Occasion,False
2874MZX,Tracteur DAF XF 480 FT,495000.0,2021-09-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,,4x2,510.0,Occasion,False
174414,Tracteur DAF XF 530 FT,944418.0,2022-03-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,,4x2,460.0,Occasion,False
"kk243 , 672450",Tracteur Volvo neuf FH 500,1693618.0,,Gazoil,Volvo,,ESPAGNE,,CT Trucks Services,Madrid,,,4x2,448.0,Neuf,False
01999b0d-2f2a-7969-945e-ecb496084e2d,Tracteur Volvo neuf FH 500,1321368.0,,Gazoil,Volvo,,ESPAGNE,,CT Trucks Services,Madrid,,,4x2,482.0,Neuf,False
684077d293cfd5d1caf23159,Tracteur Renault neuf T-High 480 T4X2 E6,888116.0,,Gazoil,Renault,,ESPAGNE,,CT Trucks Services,Madrid,,,4x4,530.0,Neuf,False
T06932,Tracteur Renault T-High 480 T4X2 E6,618325.0,2021-06-20,Gazoil,Renault,,ESPAGNE,,CT Trucks Services,Madrid,,,6x4,500.0,Occasion,False
TC19826,Tracteur DAF neuf XG 480,144678.0,,Gazoil,DAF,,ESPAGNE,,CT Trucks Renting,Madrid,,,6x2,476.0,Neuf,False
TC13502,Tracteur DAF neuf XG 480,762958.0,,Gazoil,DAF,,ESPAGNE,,CT Trucks Renting,Madrid,,,4x2,476.0,Neuf,False
TC72657,Tracteur Volvo FH 500 Globetrotter XL,878730.0,2021-05-26,Gazoil,Volvo,,ESPAGNE,,CT Trucks Renting,Madrid,,,6x4,346.0,Occasion,False
RE01128,Tracteur Renault T-Series 460,442342.0,2014-11-10,Gazoil,Renault,,PORTUGAL,,Rl transports,Vila Real,,,6x2,460.0,Occasion,False
G300065,Tracteur Mercedes Arocs 2045 AS,780000.0,2019-05-27,Gazoil,Mercedes,,ESPAGNE,,CONCESUR MADRID SL - CAMIONES,Madrid,,,4x2,450.0,Occasion,False
G300054,Tracteur Renault T-Series 460,306000.0,2018-03-02,Gazoil,Renault,,PORTUGAL,,"MAQUIDONAS - Comércio de Veículos Pesados e Ligeiros, Lda.",Castelo Branco,,,4x2,500.0,Occasion,False
GC696,Tracteur Scania R 450,262000.0,2016-12-20,Gazoil,Scania,,PORTUGAL,,Gobitrucks,Viseu,,,4x2,480.0,Occasion,False
706558,Tracteur produits dangereux / adr DAF neuf XG 480,300000.0,,Gazoil,DAF,,ITALIE,,Truck Impex srl,Livorno,,,6x2,450.0,Neuf,False
8330,Tracteur DAF XF 106 106440 EURO 6/ Intarder/ Webasto/ ADR / Klima,500000.0,2015-09-02,Gazoil,DAF,,PAYS-BAS,,AUTOBEDRIJF RIF BV,NoordHolland,,,4x2,480.0,Occasion,False
U4124,Tracteur Scania L R560 R 6X2 Manual Retarder ift+enkachse Euro5,769637.0,2012-01-09,Gazoil,Scania,,PAYS-BAS,,BAS WORLD,,,,4x2,480.0,Occasion,False
U3149,Tracteur Volvo FH 420 4X2 CHASSIS BENT! 2xTanks VEB+,1061000.0,2018-03-22,Gazoil,Volvo,,PAYS-BAS,,BAS WORLD,,,,4x2,500.0,Occasion,False
St_6568,Tracteur Volvo FM 450 4X2 XL Hydraulik Alcoa Euro 5,742174.0,2010-06-10,Gazoil,Volvo,,PAYS-BAS,,BAS WORLD,,,,4x2,407.0,Occasion,False
0G375533,Tracteur DAF XF 530 4X2 SC Retarder,371809.0,2021-07-21,Gazoil,DAF,,PAYS-BAS,,BAS WORLD,,,,4x2,500.0,Occasion,False
0G093509,Tracteur DAF 480 XF 4X2 SC Standklima,204037.0,2021-07-08,Gazoil,DAF,,PAYS-BAS,,BAS WORLD,,,,4x2,480.0,Occasion,False
2D37A359,Tracteur Scania R 410 4X2 AD AT! etarder Alcoa's Full-Air,394867.0,2020-09-16,Gazoil,Scania,,PAYS-BAS,,BAS WORLD,,,,6x6,490.0,Occasion,False
151688,Tracteur convoi exceptionnel MAN neuf TG 3 26.540 6x2 BL Lenk/Lift Retarder Leder NH/4c,1003781.0,,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,6x4,551.0,Neuf,False
S56281,Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Volumen-SZM,961972.0,2017-12-01,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,501.0,Occasion,False
10665880,Tracteur Mercedes E Actros 1842 4x2 Blatt-/Luft Euro6,1207401.0,2016-06-01,Gazoil,Mercedes,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,462.0,Occasion,False
RD46910,"Tracteur DAF 480 XF FT 4x2 Euro6 Blatt-/Luft, Retarder",367108.0,2019-05-01,Gazoil,DAF,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,6x2,500.0,Occasion,False
St_7166,Tracteur MAN F2000 38.464 6x4 Retarder,821415.0,2000-09-01,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,459.0,Occasion,False
U61078,Tracteur Mercedes Actros 1845,488874.0,2023-01-01,Gazoil,Mercedes,,PORTUGAL,,"Mercedes-Benz Trucks Portugal, S.A.",Lisboa,,,4x2,459.0,Occasion,False
TC16210,Tracteur Mercedes Actros 1845,1086371.0,2022-11-01,Gazoil,Mercedes,,PORTUGAL,,"Mercedes-Benz Trucks Portugal, S.A.",Lisboa,,,4x2,420.0,Occasion,False
TC42466,Tracteur Mercedes Actros 1845,1278173.0,2023-01-01,Gazoil,Mercedes,,PORTUGAL,,"Mercedes-Benz Trucks Portugal, S.A.",Lisboa,,,Supérieur à 8,440.0,Occasion,False
1324,Tracteur DAF 480 XF FT 4X2,751267.0,2022-10-19,Gazoil,DAF,,ESPAGNE,,DAF Vehiculos Industriales S.A.,Madrid,,,4x2,482.0,Occasion,False
10226838,Tracteur DAF XF n 430 FT 4X2,1651861.0,2022-01-01,Gazoil,DAF,,ESPAGNE,,DAF Vehiculos Industriales S.A.,Madrid,,,4x2,460.0,Occasion,False
MN47020,Tracteur Iveco S-WAY AS440S51T/P,622102.0,2021-02-09,Gazoil,Iveco,,ESPAGNE,,TRUCKSUR SL,Sevilla,,,4x2,480.0,Occasion,False
SN 59874406 Z,Tracteur MAN neuf TGS 33.440 BB SA 6x4 Tractor Head (89 units),882701.0,,Gazoil,MAN,,PAYS-BAS,,VAN VLIET AUTOMOTIVE TRADING BV,ZuidHolland,,,4x2,480.0,Neuf,False
294319,Tracteur Iveco Stralis 400,702864.0,2017-11-28,Gazoil,Iveco,,ITALIE,,TRUCKS ITALIANA srl,Vicenza,,,4x2,510.0,Occasion,False
2013 rs,Tracteur MAN TGX 18.440 + euro 6 + double tank + spoiler,510976.0,2015-02-13,Gazoil,MAN,,PAYS-BAS,,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,460.0,Occasion,False
25434,Tracteur DAF XF460 + euro 6,542176.0,2016-06-20,Gazoil,DAF,,PAYS-BAS,,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,500.0,Occasion,False
432762276,Tracteur DAF XF 106 106460 + EURO 6,944903.0,2015-05-05,Gazoil,DAF,,PAYS-BAS,,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,500.0,Occasion,False
V 231135,Tracteur Scania R450 + euro 6 + retarder,599320.0,2014-12-23,Gazoil,Scania,,PAYS-BAS,,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,530.0,Occasion,False
69899d6f5780fcddfd8e1a71,Tracteur Iveco Stralis 480 + 6X2 + STEERING AXLE + 2x IN STOCK,712000.0,2015-03-27,Gazoil,Iveco,,PAYS-BAS,,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,460.0,Occasion,False
YR49766,Tracteur DAF XF 106 106480 + EURO 6 + SPOILER,427342.0,2018-11-05,Gazoil,DAF,,PAYS-BAS,,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,441.0,Occasion,False
115924,"Tracteur DAF CF 400 Spacecab, Koelkast, Airco, Smart Tacho / Spacecab, Refrigerator, Air Conditioning, Smart Tacho",641000.0,2015-09-04,Gazoil,DAF,,PAYS-BAS,,TRUCKS ROOSENDAAL,NoordBrabant,,,6x4,462.0,Occasion,False
206297,Tracteur Iveco S-WAY 460+ Euro 6 + LNG + CNG + Retarder,553775.0,2020-07-14,Gazoil,Iveco,,PAYS-BAS,,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,480.0,Occasion,False
MX48493,Tracteur Scania P 420,686633.0,2007-08-27,Gazoil,Scania,,ESPAGNE,,Transler SL,Madrid,,,4x2,459.0,Occasion,False
JY46164,Tracteur Volvo FH12 460,536887.0,2004-02-26,Gazoil,Volvo,,ESPAGNE,,Transler SL,Madrid,,,4x2,459.0,Occasion,False
EM49286,Tracteur Renault T440 Euro 6,490300.0,2018-07-17,Gazoil,Renault,,PAYS-BAS,,KAUS TRUCKS,Gelderland,,,4x2,410.0,Occasion,False
XJ48455,Tracteur Renault T440 Euro 6 (LD022383),453850.0,2019-09-12,Gazoil,Renault,,PAYS-BAS,,KAUS TRUCKS,Gelderland,,,4x2,479.0,Occasion,False
430652939,Tracteur Renault T480 Euro 6,799000.0,2018-05-22,Gazoil,Renault,,PAYS-BAS,,KAUS TRUCKS,Gelderland,,,4x2,420.0,Occasion,False
687320,Ensemble routier châssis 11 R 22.5 TRAILER TIRE.,597000.0,2005-11-13,Gazoil,nc,,PAYS-BAS,,CRM NEDERLAND BV,ZuidHolland,,,4x2,450.0,Occasion,False
25722,"Tracteur Renault T 13 HIGH 520 T4X2, Airco, Euro 6, Navi, StandAirco !!! 99.629 km",500000.0,2022-11-07,Gazoil,Renault,,PAYS-BAS,,RENAULT USED TRUCKS NEDERLAND,ZuidHolland,,,4x2,500.0,Occasion,False
25149,Tracteur Renault T-13 EVO 480 T4X2 X-LOW SLEEPERCAB,1692000.0,2023-09-27,Gazoil,Renault,,PAYS-BAS,,RENAULT USED TRUCKS NEDERLAND,ZuidHolland,,,4x2,450.0,Occasion,False
VH1041,Tracteur Scania L R520 V8 Topline ow *Retarder/Hubsattel/ACC,500000.0,2014-04-01,Gazoil,Scania,,ALLEMAGNE,,AE Handels GmbH,Hessen,,,4x2,480.0,Occasion,False
VH1054,Tracteur MAN TGX 18.520 XLX BL *Retader/2-Kreis-Hydr./Alcoa,880000.0,2015-04-01,Gazoil,MAN,,ALLEMAGNE,,AE Handels GmbH,Hessen,,,4x2,500.0,Occasion,False
VMA1530,Tracteur DAF CF CF 370 4X2,715490.0,2016-02-01,Gazoil,DAF,,ALLEMAGNE,,Duminski Trucks GmbH,NordrheinWestfalen,,,4x2,380.0,Occasion,False
VMA5299,Tracteur Mercedes Actros 1843,727000.0,2016-02-03,Gazoil,Mercedes,,ESPAGNE,,METALES ESPECIALES DEL NOROESTE,Valladolid,,,4x2,360.0,Occasion,False
43059,Tracteur Mercedes Actros 1843 LS,1579235.0,2016-06-28,Gazoil,Mercedes,,ESPAGNE,,METALES ESPECIALES DEL NOROESTE,Valladolid,,,4x2,520.0,Occasion,False
"j2195 , G306454",Tracteur MAN TGX 18.440 XLX / AIRCO / EURO 6,1151548.0,2015-02-11,Gazoil,MAN,,BELGIQUE,,OPTIMA TRUCKS,Limburg,,,4x2,520.0,Occasion,False
"j2192 , G306484",Tracteur Renault T-Series,1500000.0,2022-04-01,Gazoil,Renault,,ESPAGNE,,OLGAN SA,Valencia,,,4x2,480.0,Occasion,False
XLRTEF5300G402934,Tracteur surbaissé DAF XF 530 FT,861685.0,2020-09-17,Gazoil,DAF,,ALLEMAGNE,,Curt Schröter Nachfolger GmbH,SachsenAnhalt,,,4x2,460.0,Occasion,False
149600,Tracteur Iveco STRALIS,238835.0,2017-09-01,Gazoil,Iveco,,ITALIE,,LODOTRUCK srl,Bergamo,,,4x2,520.0,Occasion,False
133202,Tracteur MAN TGX TGX,459327.0,2023-08-01,Gazoil,MAN,,ITALIE,,LODOTRUCK srl,Bergamo,,,4x2,480.0,Occasion,False
68e524aa741c2380d88b4d7d,Tracteur MAN TGX 26.540 6X4 EURO 5 / MANUAL,474810.0,2009-03-25,Gazoil,MAN,,PAYS-BAS,,Eddie Ducker Trucks and Parts Vof,NoordBrabant,,,4x2,459.0,Occasion,False
11581,Tracteur MAN neuf TGS 33.440 MAN 33.440 BBS 6X4 EUROMIX MTP Kipper-,628478.0,2024-01-01,Gazoil,MAN,,ALLEMAGNE,,Euromix MTP GmbH,NordrheinWestfalen,,,4x2,540.0,Neuf,False
DA399152,Tracteur DAF 480 106 / 480 / EURO 6 / ACC / SUPER SPACE CAB,618500.0,2021-12-01,Gazoil,DAF,,POLOGNE,,PHU DOMAŃSKI Paweł Domański Spółka Komandytowa,Świętokrzyskie,,,4x2,410.0,Occasion,False
26,Tracteur Mercedes ACTROS / 1851 / EURO 6 / ACC / BIG SPACE,560000.0,2021-12-01,Gazoil,Mercedes,,POLOGNE,,PHU DOMAŃSKI Paweł Domański Spółka Komandytowa,Świętokrzyskie,,,4x2,483.0,Occasion,False
2461-LHH,Tracteur DAF 480 106 / 480 / EURO 6 / ACC / I - COOL / BAKI 1500 L / SUPER SPACE,800000.0,2022-01-01,Gazoil,DAF,,POLOGNE,,PHU DOMAŃSKI Paweł Domański Spółka Komandytowa,Świętokrzyskie,,,4x2,500.0,Occasion,False
7883-NKB,Tracteur DAF 480 106 / 480 / EURO 6 / ACC / MEGA / LOW DECK / SUPER SPACE CAB,1200000.0,2021-07-01,Gazoil,DAF,,POLOGNE,,PHU DOMAŃSKI Paweł Domański Spółka Komandytowa,Świętokrzyskie,,,4x2,500.0,Occasion,False
115892,Tracteur Volvo FM42 420 + KIPHYDR,1163732.0,2018-07-03,Gazoil,Volvo,,BELGIQUE,,BRAEM SA Belgique,WestVlaanderen,,,4x2,450.0,Occasion,False
N280262-1,Tracteur Iveco Stralis XP 460,625400.0,2018-02-01,Gazoil,Iveco,,ITALIE,,Truck Impex srl,Livorno,,,4x2,399.0,Occasion,False
434608210,"Tracteur MAN TGX TGX 18.440, XLX, Automatic, Retarder,",57376.0,2015-05-29,Gazoil,MAN,,AUTRICHE,,MG Handel GmbH,Oberösterreich,,,4x4,480.0,Occasion,False
445591322,"Tracteur Mercedes Actros Actros 1845, MP4",470948.0,2014-05-21,Gazoil,Mercedes,,AUTRICHE,,MG Handel GmbH,Oberösterreich,,,4x2,510.0,Occasion,False
415823554,Tracteur Tatra T 158 8x6 Euro 6 HMF 85 Tonmeter laadkraan + Fly-Jib Just 147.844 km!,702259.0,2022-11-25,Gazoil,Tatra,,PAYS-BAS,,CLEAN MAT,Gelderland,,,4x2,483.0,Occasion,False
9406,Tracteur Volvo FH12 12460 Tractor 6x2 Manuel Gearbox Hydraulic Sleep Cabine Airconditioning Clean Truck Good Condition,865000.0,2005-05-25,Gazoil,Volvo,,PAYS-BAS,,KALIL EXPORT,NoordBrabant,,,4x2,482.0,Occasion,False
TC59288,Tracteur Scania 144L 460 V8 4x2 Retarder / Manualgear,1000000.0,1999-11-01,Gazoil,Scania,,ALLEMAGNE,,Auto M.Hallak,NordrheinWestfalen,,,4x2,482.0,Occasion,False
TC12121,Tracteur MAN TGA 18.400 BLS 4x2 Manualgear / Retarder / AC /,1199215.0,2007-04-01,Gazoil,MAN,,ALLEMAGNE,,Auto M.Hallak,NordrheinWestfalen,,,4x2,482.0,Occasion,False
TC74239,Tracteur Mercedes neuf ACTROS/ANTOS TRATTORE,1245000.0,2025-09-05,Gazoil,Mercedes,,ITALIE,,Carraro Spa,Treviso,,,4x2,730.0,Neuf,False
TC49006,Tracteur Mercedes neuf ACTROS/ANTOS TRATTORE,480273.0,2025-09-09,Gazoil,Mercedes,,ITALIE,,Carraro Spa,Treviso,,,4x2,470.0,Neuf,False
TC70909,Ensemble routier porte voitures Volvo FM13,846947.0,2014-09-02,Gazoil,Volvo,,PORTUGAL,,Car4you Lda,Leiria,,,6x2,422.0,Occasion,False
TC54413,Tracteur Iveco S-WAY 510 AUTOMATICO CON INTARDER,1043000.0,2021-06-08,Gazoil,Iveco,,ESPAGNE,,Talleres Fandos S.L.,Teruel,,,6x4,510.0,Occasion,False
