Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat
SCHMITZ CARG - SCB3ST - 61400,"Tracteur Volvo FH 460 EURO 6, Standairco, I-Shift, 2 Tanks",238735.0,2020-02-27,Gazoil,Volvo,,PAYS-BAS,72900.0,JB TRADING,Gelderland,,,4x2,479.0,Occasion
XLRTEF5300G409535,"Tracteur Mercedes Actros 1843 EURO 6, Lohr, Combi, Retarder, Standairco",386173.0,2015-09-09,Gazoil,Mercedes,,PAYS-BAS,66900.0,JB TRADING,Gelderland,,,4x2,429.0,Occasion
XLRTEH4300G363879,"Tracteur DAF 480 XF EURO 6, ACC, Standairco",263321.0,2019-01-17,Gazoil,DAF,,PAYS-BAS,67500.0,JB TRADING,Gelderland,,,4x2,450.0,Occasion
XLRTEH4300G409011,Tracteur Mercedes Actros 1846 LS 4x2 *Motorschaden*,367317.0,2016-12-01,Gazoil,Mercedes,,ALLEMAGNE,55000.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,460.0,Occasion
MK200165,Tracteur Mercedes E Actros 1843 4x2 Eu6 Hydraulik Retarder,579257.0,2013-09-01,Gazoil,Mercedes,,ALLEMAGNE,55000.0,VTS Trucks GmbH,NordrheinWestfalen,,,6x4,450.0,Occasion
MK200161,Tracteur convoi exceptionnel Mercedes E Actros 1845 Euro6 4x2 Voll-Luft,283612.0,2014-09-01,Gazoil,Mercedes,,ALLEMAGNE,48500.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,500.0,Occasion
4155,"Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Low-Liner, Retarder",844407.0,2017-11-01,Gazoil,MAN,,ALLEMAGNE,45600.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,650.0,Occasion
3898,Tracteur DAF XF 530 EU6 4x2 BL Retarder 2Tanks,1063196.0,2017-12-01,Gazoil,DAF,,ALLEMAGNE,54000.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,450.0,Occasion
4227,Tracteur Mercedes 813 Oldtimer,360000.0,1978-04-01,Gazoil,Mercedes,,ALLEMAGNE,37200.0,VTS Trucks GmbH,NordrheinWestfalen,,,6x4,448.0,Occasion
019c74df-b1df-757f-a14c-aa2567d067be,Tracteur MAN TGX 18.460 4x2 Blatt/Luft Retarder NAVI Klima,749000.0,2018-03-01,Gazoil,MAN,,ALLEMAGNE,54400.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,407.0,Occasion
8821,Tracteur convoi exceptionnel MAN TGX 18.360 4x2 EU6 Low-Liner,949543.0,2015-11-01,Gazoil,MAN,,ALLEMAGNE,42900.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,510.0,Occasion
NH3924,"Tracteur MAN TGX 26.500 6x2 Blatt-/Luft, Euro6",470930.0,2018-03-01,Gazoil,MAN,,ALLEMAGNE,73000.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,470.0,Occasion
NH3916,Tracteur Scania L S 660 V8 ongliner AU Voll uft Retarder,843605.0,2023-08-01,Gazoil,Scania,,ALLEMAGNE,60000.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,500.0,Occasion
AU48882,Tracteur convoi exceptionnel Iveco Stralis 480 4x2 I Retarder Hubsattelplatte,486012.0,2017-02-01,Gazoil,Iveco,,ALLEMAGNE,9000.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,510.0,Occasion
NM44452,Tracteur Mercedes E Actros 1843 4x2 Eu6 Hydraulik Retarder,724450.0,2013-08-01,Gazoil,Mercedes,,ALLEMAGNE,111500.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,462.0,Occasion
EP45456,"Tracteur convoi exceptionnel MAN TGX 18.500 4x2 Retarder,Vollluft,Volumen-SZM",1086271.0,2018-05-01,Gazoil,MAN,,ALLEMAGNE,123500.0,VTS Trucks GmbH,NordrheinWestfalen,,,6x4,530.0,Occasion
UD47487,Tracteur MAN TGX 18.500 4x2 Blatt/Luft Retarder Standklima,551490.0,2018-03-01,Gazoil,MAN,,ALLEMAGNE,11000.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,460.0,Occasion
JW48750,Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Volumen-SZM,809460.0,2017-11-01,Gazoil,MAN,,ALLEMAGNE,13575.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,460.0,Occasion
PL47288,Tracteur convoi exceptionnel MAN TGX 18.460 4x2 Voll/Luft,1006298.0,2018-10-01,Gazoil,MAN,,ALLEMAGNE,16000.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,430.0,Occasion
PU49327,Tracteur Renault Premium 450 4x2 *DEFEKT*,822843.0,2008-11-01,Gazoil,Renault,,ALLEMAGNE,10500.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,460.0,Occasion
MX46753,"Tracteur MAN TG 3 18.510 4x2 BL Retarder/ ACC/ LDW/ AEBS ""TOP""",630522.0,2020-10-01,Gazoil,MAN,,ALLEMAGNE,13750.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,430.0,Occasion
RV46685,Tracteur convoi exceptionnel MAN TGX 18.460 4x2 Voll Luft *DEFEKT*,941627.0,2018-11-01,Gazoil,MAN,,ALLEMAGNE,22950.0,VTS Trucks GmbH,NordrheinWestfalen,,,6x2,510.0,Occasion
3242,Tracteur MAN 18.480 TGS 4x4H BLS MEILLER 2-Wege Hydraulik,460699.0,2016-01-01,Gazoil,MAN,,ALLEMAGNE,17950.0,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,459.0,Occasion
XLRTEF5300G463656,Tracteur MAN TGX TGX 18.470 4x2 BL SA,370667.0,2021-08-01,Gazoil,MAN,,BELGIQUE,12950.0,MAN TOPUSED,Antwerpen,,,4x4,450.0,Occasion
TC71674,Tracteur Mercedes Actros 1845,588188.0,2022-12-01,Gazoil,Mercedes,,PORTUGAL,28950.0,"Mercedes-Benz Trucks Portugal, S.A.",Lisboa,,,6x4,530.0,Occasion
TC77767,Tracteur Mercedes Actros 1845,360012.0,2022-11-01,Gazoil,Mercedes,,PORTUGAL,19950.0,"Mercedes-Benz Trucks Portugal, S.A.",Lisboa,,,4x2,469.0,Occasion
TC51412,Tracteur Volvo F6 FH 460 Hydraulique (LOA LOCATION OPTION D'ACHAT/LOCATION/VENTE),695061.0,2019-04-02,Gazoil,Volvo,,ESPAGNE,6750.0,TRANSPORTES RAMASSOT SL,Gerona,,,4x2,500.0,Occasion
TC73533,Tracteur Renault T-Series,757721.0,2021-05-20,Gazoil,Renault,,ESPAGNE,14750.0,R1 GAMA CAMIONES 2010 S.L - MURCIA,Murcia,,,4x2,659.0,Occasion
TC68272,Tracteur Renault T-Series,336267.0,2021-05-20,Gazoil,Renault,,ESPAGNE,11950.0,R1 GAMA CAMIONES 2010 S.L - MURCIA,Murcia,,,4x2,421.0,Occasion
47170x796880x01,Tracteur DAF 480 XFn FT 4X2,926692.0,2022-06-16,Gazoil,DAF,,ESPAGNE,16500.0,DAF Vehiculos Industriales S.A.,Madrid,,,4x4,435.0,Occasion
1148,Tracteur DAF XF n 430 FT 4X2,1021825.0,2022-05-09,Gazoil,DAF,,ESPAGNE,18950.0,DAF Vehiculos Industriales S.A.,Madrid,,,4x2,482.0,Occasion
1246,Tracteur DAF 480 XF FT 4X2,818367.0,2022-01-04,Gazoil,DAF,,ESPAGNE,23500.0,DAF Vehiculos Industriales S.A.,Madrid,,,4x2,448.0,Occasion
170409,Tracteur Scania R450 T143450 TOPLINE / TORPEDO / HAUBER / 460 cm WB,720701.0,1994-10-10,Gazoil,Scania,,PAYS-BAS,18950.0,VERSTEIJNEN TRUCKS,NoordBrabant,,,4x2,381.0,Occasion
057785,Tracteur Renault T520 HIGH SLEEPER CAB EVO,1036292.0,2023-01-16,Gazoil,Renault,,ESPAGNE,19500.0,TRUCKSUR SL,Sevilla,,,4x2,460.0,Occasion
T07208,Tracteur MAN TGX 18.500,682328.0,2019-06-12,Gazoil,MAN,,ESPAGNE,14500.0,VEINSUR S.A.U.,Jaén,,,4x2,531.0,Occasion
JW82,Tracteur Renault PREMIUM,883516.0,2010-09-01,Gazoil,Renault,,ITALIE,11950.0,VAROM SRL,Lodi,,,6x2,770.0,Occasion
1688271,Tracteur DAF XF XF,1073229.0,2021-03-01,Gazoil,DAF,,ITALIE,27000.0,VAROM SRL,Lodi,,,4x2,501.0,Occasion
936011,Tracteur MAN neuf TGS 40.480 BB SA Tractor Head (13 units),651581.0,2023-01-01,Gazoil,MAN,,PAYS-BAS,13950.0,VAN VLIET AUTOMOTIVE TRADING BV,ZuidHolland,,,6x2,448.0,Neuf
243006,Tracteur DAF 105.460 | Regulowana wysokość siodła,893248.0,2013-01-01,Gazoil,DAF,,POLOGNE,17500.0,WENGRZYN Sp. zo.o.,Dolnośląskie,,,4x2,428.0,Occasion
058912,Tracteur DAF XF 480 FT,1024661.0,2019-03-05,Gazoil,DAF,,ESPAGNE,11950.0,Pañalon sa.,Albacete,,,4x2,422.0,Occasion
827483,Tracteur MAN 18.480 TGX Euro 5 Retarder 2-Tanks,509682.0,2011-05-16,Gazoil,MAN,,PAYS-BAS,4750.0,SOCAR CARMARKET,Flevoland,,,4x2,480.0,Occasion
264984,Tracteur MAN TGX 18.560 Euro 6 Retarder 2Tank,511791.0,2016-09-05,Gazoil,MAN,,PAYS-BAS,14950.0,SOCAR CARMARKET,Flevoland,,,4x2,460.0,Occasion
T6642,Tracteur Volvo FH 540 16540 + 6x4 EURO 5 + palfinger epsilon 30t/m + MANUAL,1001295.0,2012-05-22,Gazoil,Volvo,,PAYS-BAS,13500.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,420.0,Occasion
T6688,Tracteur Scania L R 520 + V8 + PTO + SPECIA EDITION,1167837.0,2015-01-22,Gazoil,Scania,,PAYS-BAS,4950.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,420.0,Occasion
2439,Tracteur Scania G R500 NS + Retarder + Euro 6,933346.0,2018-02-05,Gazoil,Scania,,PAYS-BAS,14750.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,460.0,Occasion
405957877,Tracteur DAF CF 370 + EURO 6,1033241.0,2014-11-19,Gazoil,DAF,,PAYS-BAS,19500.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,340.0,Occasion
414459802,Tracteur Mercedes E Actros 2146 + PTO + EURO 6,917249.0,2021-07-16,Gazoil,Mercedes,,PAYS-BAS,14950.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,440.0,Occasion
25644,Tracteur MAN 18.480 TGX + RETARDER + EURO 5 + SPOILER,900977.0,2011-04-12,Gazoil,MAN,,PAYS-BAS,18500.0,TRUCKS ROOSENDAAL,NoordBrabant,,,8x4,420.0,Occasion
54805,Tracteur DAF XF 106 106530 + euro 6 + spoiler + top truck (G314),1700000.0,2020-05-05,Gazoil,DAF,,PAYS-BAS,19900.0,TRUCKS ROOSENDAAL,NoordBrabant,,,6x6,430.0,Occasion
442005516,Tracteur Scania G 420 + 6X2/4 + EURO 5 + PERFECT CONDITION,1329718.0,2012-06-12,Gazoil,Scania,,PAYS-BAS,23500.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,450.0,Occasion
427999892,Ensemble routier rideaux coulissants (plsc) Draco AXS 220 2 AXLE,1122000.0,2011-01-27,Gazoil,Draco,,PAYS-BAS,35000.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,480.0,Occasion
375991829,Tracteur MAN 18.480 TGX + RETARDER + FULL OPTION + 4 PC IN STOCK + EURO 6,870000.0,2017-03-15,Gazoil,MAN,,PAYS-BAS,29000.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,500.0,Occasion
V 233254,Tracteur Scania R 410 + EUO 6 + ETADE,567838.0,2016-01-20,Gazoil,Scania,,PAYS-BAS,49750.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,470.0,Occasion
BS1858,Tracteur MAN G420 TGX 24420 + EURO 6 + 6x2,513429.0,2019-02-13,Gazoil,MAN,,PAYS-BAS,39900.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,480.0,Occasion
U3218,Tracteur Renault T460 + euro 6,454679.0,2016-03-22,Gazoil,Renault,,PAYS-BAS,35000.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,430.0,Occasion
430822100,Tracteur DAF XF 430 + EURO 6,309000.0,2019-01-10,Gazoil,DAF,,PAYS-BAS,66500.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,510.0,Occasion
VW49374,Tracteur Iveco S-WAY 460 + LNG + retarder + euro 6,648000.0,2020-07-07,Gazoil,Iveco,,PAYS-BAS,69500.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,450.0,Occasion
TB49375,Tracteur Volvo FH 500 + EURO 5,777602.0,2014-03-14,Gazoil,Volvo,,PAYS-BAS,56500.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,509.0,Occasion
YM49669,Tracteur MAN LE F 26.364 + 6X4 + BIG AX + EURO 2 + MANUAL,890000.0,1999-06-02,Gazoil,MAN,,PAYS-BAS,13900.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,482.0,Occasion
SI85637,Tracteur Mercedes E Actros 1933 + SPOILER,477000.0,2014-05-20,Gazoil,Mercedes,,PAYS-BAS,11000.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,480.0,Occasion
SI86646,Tracteur Mercedes Actros 1842 + euro 5 + spoiler,635000.0,2013-11-05,Gazoil,Mercedes,,PAYS-BAS,18500.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,459.0,Occasion
SI86578,Tracteur MAN G420 TGS 33420 + EURO 6 + 6x4,616800.0,2018-07-17,Gazoil,MAN,,PAYS-BAS,20500.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,450.0,Occasion
TC11327,Tracteur DAF XF460 Euro 6 + Hydrolic system,830000.0,2017-01-06,Gazoil,DAF,,PAYS-BAS,19500.0,TRUCKS ROOSENDAAL,NoordBrabant,,,6x2,460.0,Occasion
a11014732,Tracteur DAF CF75 75360 + EURO 5 + NICE TRUCK,323988.0,2010-09-16,Gazoil,DAF,,PAYS-BAS,60.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,480.0,Occasion
a11014733,Ensemble routier rideaux coulissants (plsc) AZP 18 2 AXLE + 1.16 vloer hoogte,319736.0,2012-10-04,Gazoil,nc,,PAYS-BAS,72900.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,510.0,Occasion
a11014737,Tracteur Scania G 440 + EURO 5 + pto +RETARDER+ manual,363984.0,2011-01-27,Gazoil,Scania,,PAYS-BAS,59900.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,480.0,Occasion
a11020189,Tracteur MAN TGX 18.440 + EURO 6 + manual + VERY NICE,337501.0,2015-10-06,Gazoil,MAN,,PAYS-BAS,104990.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,480.0,Occasion
a11020190,Ensemble routier rideaux coulissants (plsc) O4-DB 07 + 2 axle,318490.0,2009-03-13,Gazoil,nc,,PAYS-BAS,15490.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,460.0,Occasion
a11020191,Tracteur MAN 18.480 TGX + Euro 6 + Retarder + adr,343549.0,2017-03-07,Gazoil,MAN,,PAYS-BAS,17490.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,450.0,Occasion
3822-NKT,Tracteur Volvo FH 460 +ADR+ PTO + SPOILER + EURO 6,396696.0,2017-08-29,Gazoil,Volvo,,PAYS-BAS,10990.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,459.0,Occasion
TC11323,Tracteur Mercedes E Actros 1845 + RETARDER + EURO 6 + 2X IN STOCK,347301.0,2017-10-17,Gazoil,Mercedes,,PAYS-BAS,23990.0,TRUCKS ROOSENDAAL,NoordBrabant,,,6x4,659.0,Occasion
IR-71,Tracteur DAF XF 106 106480 + SSC + EURO 6,289623.0,2018-01-19,Gazoil,DAF,,PAYS-BAS,15490.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,629.0,Occasion
U6.34,Tracteur Iveco Stralis 460 + 6X2 + RETARDER + EURO 6 + SPOILERS,337820.0,2014-09-15,Gazoil,Iveco,,PAYS-BAS,15490.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,428.0,Occasion
071,Tracteur DAF XF 530 + EURO 6 + mega + full Options !!!,997272.0,2018-04-13,Gazoil,DAF,,PAYS-BAS,7990.0,TRUCKS ROOSENDAAL,NoordBrabant,,,4x2,421.0,Occasion
15561R0204,Tracteur DAF XF 460,571451.0,2017-03-28,Gazoil,DAF,,ESPAGNE,8490.0,CONCESUR USED TRUCKS,Sevilla,,,4x2,448.0,Occasion
70311439,Tracteur Mercedes Actros 1848 LS,1195949.0,2016-02-09,Gazoil,Mercedes,,ESPAGNE,16000.0,CONCESUR USED TRUCKS,Sevilla,,,4x2,482.0,Occasion
SIT_8763MBV,Tracteur produits dangereux / adr Mercedes Actros 1845 LS,825727.0,2019-06-11,Gazoil,Mercedes,,ESPAGNE,14500.0,CONCESUR USED TRUCKS,Sevilla,,,6x2,479.0,Occasion
SIT_2241LZK,Tracteur Volvo FM 450,872003.0,2018-06-05,Gazoil,Volvo,,ESPAGNE,20480.0,CONCESUR USED TRUCKS,Sevilla,,,4x2,440.0,Occasion
632543,Tracteur MAN TGX 18.440 EURO 6 NEW SMART TACHO 2X TANKS 657.000 KM NL-TRUCK,480273.0,2016-12-22,Gazoil,MAN,,PAYS-BAS,29900.0,SEMTRADE BV,ZuidHolland,,,4x2,500.0,Occasion
072281,Tracteur DAF 480 XF FT SSC 2X TANKS PARK AIRCO SUPER CONDITION HOLLAND-TRUCK,631584.0,2018-07-27,Gazoil,DAF,,PAYS-BAS,23500.0,SEMTRADE BV,ZuidHolland,,,4x2,530.0,Occasion
425076,Tracteur DAF 480 XF FT NGD ONLY 377.000 KM PARK AIRCO 2X TANKS SUPER CONDITION HOLLAND-TRUCK,393747.0,2022-06-17,Gazoil,DAF,,PAYS-BAS,22000.0,SEMTRADE BV,ZuidHolland,,,4x2,482.0,Occasion
015770,Tracteur DAF CF 400 SPACE CAB 729.000 KM HOLLAND TRUCK,584720.0,2014-11-07,Gazoil,DAF,,PAYS-BAS,22000.0,SEMTRADE BV,ZuidHolland,,,4x2,482.0,Occasion
067545,Tracteur MAN TGS 28.500 TGS mit Lift+Lenkachse Allrad,749199.0,2017-12-01,Gazoil,MAN,,ALLEMAGNE,16385.0,Safi Dorani GmbH -D.S. Nutzfahrzeughandel,NordrheinWestfalen,,,4x2,482.0,Occasion
310766,Tracteur convoi exceptionnel Volvo FH 500,736785.0,2012-07-01,Gazoil,Volvo,,PORTUGAL,12750.0,Conquista Crescente - Exportação e Importação de Automóveis Unipessoal Lda,Braga,,,4x2,482.0,Occasion
174917,Tracteur DAF XG 480,381222.0,2023-03-13,Gazoil,DAF,,ITALIE,13750.0,PADOVA DIESEL SRL,Padova,,,4x2,520.0,Occasion
24808,Tracteur DAF XG 480,849961.0,2022-05-16,Gazoil,DAF,,ITALIE,14750.0,PADOVA DIESEL SRL,Padova,,,6x2,420.0,Occasion
26284,Tracteur Iveco S-WAY 510,734721.0,2022-04-22,Gazoil,Iveco,,ITALIE,14250.0,PADOVA DIESEL SRL,Padova,,,4x2,510.0,Occasion
GK48494,Tracteur Scania R 620,715687.0,2007-01-01,Gazoil,Scania,,ITALIE,65100.0,Bridge Export Srl,Macerata,,,4x2,531.0,Occasion
WZ46687,Tracteur MAN TGS 18.440,680415.0,2016-05-12,Gazoil,MAN,,ESPAGNE,28800.0,Transler SL,Madrid,,,4x2,479.0,Occasion
TT47610,Tracteur Scania G 480 Highline Manual earbox Retarder Euro 5,788725.0,2011-10-03,Gazoil,Scania,,PAYS-BAS,19500.0,KAUS TRUCKS,Gelderland,,,4x2,429.0,Occasion
25721,Tracteur convoi exceptionnel MAN TGX 26.580 GX BL 6x2 70t*Retarder/ACC/Standklima,1489094.0,2024-06-01,Gazoil,MAN,,ALLEMAGNE,30000.0,AE Handels GmbH,Hessen,,,4x2,441.0,Occasion
25530,Tracteur MAN TGX 18.500 XLX LL 4x2 *Retarder/Hydraulik/ACC,683491.0,2018-04-01,Gazoil,MAN,,ALLEMAGNE,9000.0,AE Handels GmbH,Hessen,,,4x2,480.0,Occasion
25154,Tracteur DAF 480 XF SSC BL *Retarder/Standklima/2-Kreis-H,700000.0,2019-01-01,Gazoil,DAF,,ALLEMAGNE,30000.0,AE Handels GmbH,Hessen,,,4x2,734.0,Occasion
25188,Tracteur MAN TGX 18.460 ADR XLX BL *Retarder/ACC/Standklima,1.0,2017-03-01,Gazoil,MAN,,ALLEMAGNE,33999.0,AE Handels GmbH,Hessen,,,4x2,730.0,Occasion
XLRTEH4300G350505,Tracteur MAN TGX 18.520 XLX BL *Retader/2-Kreis-Hydr./Alcoa,447464.0,2015-04-01,Gazoil,MAN,,ALLEMAGNE,33372.0,AE Handels GmbH,Hessen,,,4x2,500.0,Occasion
0819/26,Tracteur MAN TGX 18.460 XXL BL*Retarder/ACC/Standklima/2xT,420054.0,2016-12-01,Gazoil,MAN,,ALLEMAGNE,42012.0,AE Handels GmbH,Hessen,,,4x2,227.0,Occasion
0029/26,Tracteur MAN TGX 18.500 XXL Red Lion BL *Retarder/2xTank/ACC,451220.0,2018-04-01,Gazoil,MAN,,ALLEMAGNE,64692.0,AE Handels GmbH,Hessen,,,4x2,479.0,Occasion
42622,Tracteur Iveco,422000.0,2017-01-01,Gazoil,Iveco,,ESPAGNE,79920.0,GUTINVEST INTERNATIONAL ASSETS,Barcelona,,,6x2,458.0,Occasion
44472,Tracteur DAF XF460,467965.0,2015-01-01,Gazoil,DAF,,ESPAGNE,58860.0,GUTINVEST INTERNATIONAL ASSETS,Barcelona,,,4x2,510.0,Occasion
N63826,Tracteur Mercedes Antos 602 1851,452062.0,2015-02-01,Gazoil,Mercedes,,ALLEMAGNE,23652.0,Trucktrade Germany GmbH,BadenWürttemberg,,,4x2,394.0,Occasion
520AZUL,Tracteur Mercedes Actros 1843 LS,635000.0,2016-05-11,Gazoil,Mercedes,,ESPAGNE,99900.0,METALES ESPECIALES DEL NOROESTE,Valladolid,,,4x2,450.0,Occasion
255619,Tracteur DAF 480 XF480 SSC 2018r E6 Standard Pełny Serwis ASO Super Space Cab,811826.0,2018-01-01,Gazoil,DAF,,POLOGNE,14500.0,DUET Duda,Świętokrzyskie,,,4x2,530.0,Occasion
782908,Tracteur DAF XF 106 106460 SUPERSPACECAB,949000.0,2015-01-05,Gazoil,DAF,,BELGIQUE,9900.0,OPTIMA TRUCKS,Limburg,,,4x2,500.0,Occasion
691282,Tracteur produits dangereux / adr DAF CF 330 EURO 6 / AIRCO,708977.0,2016-06-25,Gazoil,DAF,,BELGIQUE,14500.0,OPTIMA TRUCKS,Limburg,,,4x2,479.0,Occasion
702118,Tracteur DAF CF 400,853571.0,2016-04-08,Gazoil,DAF,,BELGIQUE,7400.0,OPTIMA TRUCKS,Limburg,,,4x2,440.0,Occasion - Accidenté
68dd4b34741c2380d87899c8,Tracteur Mercedes ACTROS 2643 6X2 BLEUTEC 6 / KIPPER PTO,573610.0,2015-10-12,Gazoil,Mercedes,,PAYS-BAS,52000.0,Eddie Ducker Trucks and Parts Vof,NoordBrabant,,,4x2,440.0,Occasion
691c5dbca4037539d0393359,Tracteur DAF CF75 75CF 360 EURO 3,913320.0,2006-03-21,Gazoil,DAF,,PAYS-BAS,158500.0,Eddie Ducker Trucks and Parts Vof,NoordBrabant,,,4x2,531.0,Occasion
T6645,Tracteur DAF XF 106 460 SC EURO 6 / PTO / 9 TON FRONT AXLE,700268.0,2014-12-01,Gazoil,DAF,,PAYS-BAS,17950.0,Eddie Ducker Trucks and Parts Vof,NoordBrabant,,,4x2,440.0,Occasion
V 253223,Tracteur Volvo F6 FH 460 EURO 3,490000.0,2004-04-23,Gazoil,Volvo,,PAYS-BAS,71100.0,Eddie Ducker Trucks and Parts Vof,NoordBrabant,,,4x2,479.0,Occasion
259,Tracteur Iveco STRALIS 480 EURO 6 HI-WAY,492000.0,2015-03-27,Gazoil,Iveco,,PAYS-BAS,36600.0,Eddie Ducker Trucks and Parts Vof,NoordBrabant,,,4x2,440.0,Occasion
BR712,Tracteur produits dangereux / adr MAN TGS 18.420,491000.0,2017-12-05,Gazoil,MAN,,ESPAGNE,63900.0,Trust In Dreams SLU,A Coruña,,,4x2,479.0,Occasion
BR806,Tracteur Mercedes Actros,360000.0,2016-02-11,Gazoil,Mercedes,,ESPAGNE,52500.0,Motorisa SA,Islas Baleares,,,4x2,459.0,Occasion
BR787,Tracteur Renault Premium,412984.0,2005-12-22,Gazoil,Renault,,ESPAGNE,39300.0,Motorisa SA,Islas Baleares,,,4x2,510.0,Occasion
BR779,Tracteur Renault C-Series,382720.0,2015-04-28,Gazoil,Renault,,ESPAGNE,35700.0,Motorisa SA,Islas Baleares,,,4x2,500.0,Occasion
11161,Ensemble routier benne MAN 18.460 4X2 & Langendorf Stahl / Aluminium 24 kub,308113.0,2018-09-01,Gazoil,MAN,,ALLEMAGNE,31800.0,NGR Nutzfahrzeuge Gebr Ruhrig GmbH,NordrheinWestfalen,,,4x2,540.0,Occasion
11169,Tracteur MAN FE 460 A,291732.0,2002-09-04,Gazoil,MAN,,ESPAGNE,50100.0,Lvp Cranes Spain SL,Madrid,,,4x2,520.0,Occasion
KUS2228076,Tracteur Scania R R480,390490.0,2007-01-01,Gazoil,Scania,,ITALIE,108000.0,Albacamion srl,Piacenza,,,4x2,520.0,Occasion
4021,"Tracteur MAN TGX TGX 18.440 4x4H BL TGX 18.440 4x4H BL, HydroDrive, SZM",281466.0,2013-12-01,Gazoil,MAN,,BELGIQUE,51800.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,6x4,440.0,Occasion
4561,"Ensemble routier béton toupie / Malaxeur MAN TGS TGS 18.440 4X4H BLS TGS 18.440 4X4H BLS, STETTER AM10FHAC Mischer ca. 10m³",597810.0,2013-06-01,Gazoil,MAN,,BELGIQUE,49400.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,4x2,449.0,Occasion
4662,"Tracteur Mercedes Arocs Arocs 3351 LS 6x4 Arocs 3351 LS 6x4, StreamSpace, Bi-Xenon, Hydraulik",428574.0,2016-06-01,Gazoil,Mercedes,,BELGIQUE,38100.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,6x2,460.0,Occasion
TC59889,Tracteur Mercedes neuf Actros Actros 2141 K 4x2 Actros 2141 K 4x2,216523.0,,Gazoil,Mercedes,,BELGIQUE,108000.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,4x2,452.0,Neuf
TC38631,"Tracteur MAN TGX TGX 33.640 6X4 BLS TGX 33.640 6X4 BLS, Retarder, Hydraulik, 70t",538000.0,2017-04-01,Gazoil,MAN,,BELGIQUE,37900.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,6x2,510.0,Occasion
TC22276,"Tracteur Mercedes Actros Actros 1842/45 LS 4x2 Actros 1842/45 LS 4x2, 3x VORHANDEN",700000.0,2017-08-01,Gazoil,Mercedes,,BELGIQUE,23500.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,6x2,449.0,Occasion
